@DumpDealerBills begin <:*:> trace={TraceID:<:SEQ:> <:*:>,@DumpDealerYesterDayBills end <:*:> count=<:NUM:> trace={TraceID:<:SEQ:> <:*:>,@[DumpDayBills] <:*:> trace={TraceID:<:SEQ:> <:*:>,dealerID=<:NUM:> <:*:> date=<:NUM:>-<:NUM:>-<:NUM:> <:*:> total=<:NUM:> <:*:> trace={TraceID:<:SEQ:> <:*:>,@[DumpDayOrdersV2] DumpDayOrdersByDealerID success <:*:> begin=<:NUM:>-<:NUM:>-<:NUM:> end=<:NUM:>-<:NUM:>-<:NUM:> trace={TraceID:<:SEQ:> <:*:>,DumpDayOrdersV2 success <:*:> <:*:> trace={TraceID:<:SEQ:> <:*:>,@DumpDealerOrders end <:*:> count=<:NUM:> trace={TraceID:<:SEQ:> <:*:>,DumpDealerOrders begin <:*:> <:NUM:>-<:NUM:>-<:NUM:> <:NUM:>-<:NUM:>-<:NUM:> trace={TraceID:<:SEQ:> <:*:>,@[DumpDayOrders] <:*:> trace={TraceID:<:SEQ:> <:*:>,FileSize Size=<:NUM:> <:*:> <:*:> day[<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>-<:NUM:>-<:NUM:>) trace={TraceID:<:SEQ:> <:*:>,prometheus push <:*:>,timestamp,unknown
0,0,0,2070,1033,1033,0,0,0,0,4,2023-12-07 15:12:00,0
0,0,0,2104,1052,1052,0,0,0,0,4,2023-12-07 15:14:00,0
0,0,0,1666,906,788,0,0,0,0,4,2023-12-07 15:16:00,464
0,0,0,1928,951,951,0,0,0,0,4,2023-12-07 15:18:00,0
0,0,0,2082,997,997,0,0,0,0,4,2023-12-07 15:20:00,0
0,0,0,2026,985,985,0,0,0,0,4,2023-12-07 15:22:00,0
0,0,0,2062,984,984,0,0,0,0,4,2023-12-07 15:24:00,0
0,0,0,2058,991,991,0,0,0,0,4,2023-12-07 15:26:00,0
0,0,0,2042,949,949,0,0,0,0,4,2023-12-07 15:28:00,0
0,0,0,2058,974,974,0,0,0,0,4,2023-12-07 15:30:00,0
0,0,0,2154,1010,1010,0,0,0,0,4,2023-12-07 15:32:00,0
0,0,0,2150,1005,1005,0,0,0,0,4,2023-12-07 15:34:00,0
0,0,0,2066,1001,1001,0,0,0,0,4,2023-12-07 15:36:00,0
0,0,0,2012,991,991,0,0,0,0,4,2023-12-07 15:38:00,0
0,0,0,2010,979,979,0,0,0,0,4,2023-12-07 15:40:00,0
933,932,931,2054,998,998,0,0,0,0,4,2023-12-07 15:42:00,20
1151,1152,1151,2054,999,999,0,0,0,0,4,2023-12-07 15:44:00,0
1242,1242,1242,2004,980,980,0,0,0,0,4,2023-12-07 15:46:00,0
1309,1308,1309,2032,999,999,0,0,0,0,4,2023-12-07 15:48:00,0
1181,1182,1181,1864,911,911,0,0,0,0,4,2023-12-07 15:50:00,0
1287,1286,1287,2056,1016,1016,0,0,0,0,4,2023-12-07 15:52:00,0
1358,1359,1358,2052,1006,1006,0,0,0,0,4,2023-12-07 15:54:00,0
1192,1192,1192,1992,975,975,0,0,0,0,4,2023-12-07 15:56:00,0
1309,1307,1309,2006,978,978,0,0,0,0,4,2023-12-07 15:58:00,0
1044,1044,1044,2030,1006,1006,0,0,0,0,4,2023-12-07 16:00:00,0
1361,1361,1361,2016,1001,1001,0,0,0,0,4,2023-12-07 16:02:00,0
1344,1346,1344,1986,990,990,0,0,0,0,4,2023-12-07 16:04:00,0
1391,1390,1391,2000,991,991,0,0,0,0,4,2023-12-07 16:06:00,0
1377,1378,1377,2066,1026,1026,0,0,0,0,4,2023-12-07 16:08:00,0
1529,1529,1529,2024,1007,1007,0,0,0,0,4,2023-12-07 16:10:00,0
1205,1205,1205,2048,1016,1016,0,0,0,0,4,2023-12-07 16:12:00,0
1403,1403,1403,2100,1042,1042,0,0,0,0,4,2023-12-07 16:14:00,0
1445,1445,1445,2040,1018,1018,0,0,0,0,4,2023-12-07 16:16:00,2
1412,1412,1412,2040,1017,1017,0,0,0,0,4,2023-12-07 16:18:00,0
1468,1468,1468,2072,1032,1032,0,0,0,0,4,2023-12-07 16:20:00,0
1516,1516,1516,2078,1038,1038,0,0,0,0,4,2023-12-07 16:22:00,0
1543,1543,1543,2060,1027,1027,0,0,0,0,4,2023-12-07 16:24:00,0
1447,1446,1447,2082,1041,1041,0,0,0,0,4,2023-12-07 16:26:00,0
1544,1545,1544,2066,1032,1032,0,0,0,0,4,2023-12-07 16:28:00,0
1520,1520,1520,1858,929,929,0,0,0,0,4,2023-12-07 16:30:00,1
1575,1575,1575,0,0,0,0,0,0,0,4,2023-12-07 16:32:00,0
1583,1583,1583,0,0,0,0,0,0,0,4,2023-12-07 16:34:00,0
1212,1212,1212,0,0,0,0,0,0,0,4,2023-12-07 16:36:00,17
1148,1148,1148,0,0,0,0,0,0,0,4,2023-12-07 16:38:00,0
1248,1248,1248,0,0,0,0,0,0,0,4,2023-12-07 16:40:00,0
1346,1345,1346,0,0,0,1067,1068,1066,949,4,2023-12-07 16:42:00,140
1230,1230,1230,0,0,0,1222,1222,1222,1222,4,2023-12-07 16:44:00,0
1228,1228,1228,0,0,0,1297,1296,1296,1297,4,2023-12-07 16:46:00,0
1303,1303,1303,0,0,0,1238,1238,1238,1238,4,2023-12-07 16:48:00,0
1345,1344,1345,0,0,0,1175,1176,1176,1175,4,2023-12-07 16:50:00,0
1202,1204,1202,0,0,0,1234,1234,1234,1234,4,2023-12-07 16:52:00,0
1022,1021,1022,0,0,0,1288,1287,1287,1288,4,2023-12-07 16:54:00,0
1284,1285,1284,0,0,0,1308,1308,1308,1308,4,2023-12-07 16:56:00,0
1321,1321,1321,0,0,0,1302,1302,1302,1302,4,2023-12-07 16:58:00,0
1385,1385,1385,0,0,0,1237,1237,1237,1237,4,2023-12-07 17:00:00,0
1240,1240,1240,0,0,0,1245,1245,1245,1245,4,2023-12-07 17:02:00,0
1484,1484,1484,0,0,0,1287,1287,1287,1287,4,2023-12-07 17:04:00,0
1340,1339,1340,0,0,0,1337,1337,1338,1337,4,2023-12-07 17:06:00,0
1230,1231,1230,0,0,0,1248,1248,1247,1248,4,2023-12-07 17:08:00,0
1479,1479,1479,0,0,0,1358,1359,1359,1358,4,2023-12-07 17:10:00,0
1448,1447,1448,0,0,0,1302,1301,1301,1302,4,2023-12-07 17:12:00,0
1403,1404,1403,0,0,0,1329,1329,1329,1329,4,2023-12-07 17:14:00,0
1537,1536,1537,0,0,0,1347,1347,1347,1347,4,2023-12-07 17:16:00,2
1510,1511,1510,0,0,0,1343,1343,1343,1343,4,2023-12-07 17:18:00,0
1546,1546,1546,0,0,0,1342,1342,1342,1342,4,2023-12-07 17:20:00,0
1537,1537,1537,0,0,0,1375,1375,1375,1375,4,2023-12-07 17:22:00,0
1515,1515,1515,0,0,0,1370,1370,1370,1370,4,2023-12-07 17:24:00,0
1575,1575,1575,0,0,0,1413,1414,1414,1413,4,2023-12-07 17:26:00,0
1591,1590,1591,0,0,0,1372,1372,1372,1372,4,2023-12-07 17:28:00,0
1373,1374,1375,0,0,0,1376,1375,1375,1376,4,2023-12-07 17:30:00,1
0,0,0,0,0,0,1386,1387,1387,1386,4,2023-12-07 17:32:00,0
0,0,0,0,0,0,1403,1402,1402,1403,4,2023-12-07 17:34:00,0
0,0,0,0,0,0,1370,1370,1370,1370,4,2023-12-07 17:36:00,0
0,0,0,0,0,0,1274,1275,1275,1156,4,2023-12-07 17:38:00,139
0,0,0,0,0,0,1231,1230,1230,1231,4,2023-12-07 17:40:00,0
0,0,0,0,0,0,1287,1289,1289,1287,4,2023-12-07 17:42:00,0
0,0,0,0,0,0,1305,1303,1303,1305,4,2023-12-07 17:44:00,2
0,0,0,0,0,0,1231,1231,1231,1231,4,2023-12-07 17:46:00,0
0,0,0,0,0,0,1235,1235,1235,1235,4,2023-12-07 17:48:00,0
0,0,0,0,0,0,1296,1297,1297,1296,4,2023-12-07 17:50:00,0
0,0,0,0,0,0,1318,1318,1318,1318,4,2023-12-07 17:52:00,0
0,0,0,0,0,0,1356,1355,1355,1356,4,2023-12-07 17:54:00,0
0,0,0,0,0,0,1271,1272,1272,1271,4,2023-12-07 17:56:00,0
0,0,0,0,0,0,1312,1311,1311,1312,4,2023-12-07 17:58:00,0
0,0,0,0,0,0,1342,1342,1342,1342,4,2023-12-07 18:00:00,0
0,0,0,0,0,0,1346,1347,1347,1346,4,2023-12-07 18:02:00,0
0,0,0,0,0,0,1290,1289,1289,1290,4,2023-12-07 18:04:00,0
0,0,0,0,0,0,1405,1405,1405,1405,4,2023-12-07 18:06:00,0
0,0,0,0,0,0,1333,1333,1334,1333,4,2023-12-07 18:08:00,0
0,0,0,0,0,0,1320,1321,1320,1320,4,2023-12-07 18:10:00,0
0,0,0,0,0,0,1356,1355,1355,1356,4,2023-12-07 18:12:00,0
0,0,0,0,0,0,1327,1328,1328,1327,4,2023-12-07 18:14:00,0
0,0,0,0,0,0,1327,1327,1327,1327,4,2023-12-07 18:16:00,0
0,0,0,0,0,0,1361,1362,1362,1361,4,2023-12-07 18:18:00,0
0,0,0,0,0,0,1346,1344,1344,1346,4,2023-12-07 18:20:00,0
0,0,0,0,0,0,1388,1389,1389,1388,4,2023-12-07 18:22:00,0
0,0,0,0,0,0,1365,1365,1365,1365,4,2023-12-07 18:24:00,0
0,0,0,0,0,0,1355,1354,1354,1355,4,2023-12-07 18:26:00,0
0,0,0,0,0,0,1403,1403,1403,1403,4,2023-12-07 18:28:00,0
0,0,0,0,0,0,1371,1371,1371,1371,4,2023-12-07 18:30:00,0
0,0,0,0,0,0,1332,1332,1332,1332,4,2023-12-07 18:32:00,0
0,0,0,0,0,0,1104,1104,1106,1104,4,2023-12-07 18:34:00,1
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:36:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:38:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:40:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:42:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:44:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:46:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:48:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:50:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:52:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:54:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:56:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 18:58:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:00:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:02:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:04:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:06:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:08:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:10:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:12:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:14:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:16:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:18:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:20:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:22:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:24:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:26:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:28:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:30:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:32:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:34:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:36:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:38:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:40:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:42:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:44:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:46:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:48:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:50:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:52:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:54:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:56:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 19:58:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:00:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:02:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:04:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:06:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:08:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:10:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:12:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:14:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:16:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:18:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:20:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:22:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:24:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:26:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:28:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:30:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:32:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:34:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:36:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:38:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:40:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:42:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:44:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:46:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:48:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:50:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:52:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:54:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:56:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 20:58:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:00:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:02:00,84
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:04:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:06:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:08:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:10:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:12:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:14:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:16:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:18:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:20:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:22:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:24:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:26:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:28:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:30:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:32:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:34:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:36:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:38:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:40:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:42:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:44:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:46:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:48:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:50:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:52:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:54:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:56:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 21:58:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:00:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:02:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:04:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:06:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:08:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:10:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:12:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:14:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:16:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:18:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:20:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:22:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:24:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:26:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:28:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:30:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:32:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:34:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:36:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:38:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:40:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:42:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:44:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:46:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:48:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:50:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:52:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:54:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:56:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 22:58:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:00:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:02:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:04:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:06:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:08:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:10:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:12:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:14:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:16:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:18:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:20:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:22:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:24:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:26:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:28:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:30:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:32:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:34:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:36:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:38:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:40:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:42:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:44:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:46:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:48:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:50:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:52:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:54:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:56:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-07 23:58:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:00:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:02:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:04:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:06:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:08:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:10:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:12:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:14:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:16:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:18:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:20:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:22:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:24:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:26:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:28:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:30:00,0
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:32:00,5163
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:34:00,6649
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:36:00,7027
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:38:00,5813
0,0,0,0,0,0,0,0,0,0,4,2023-12-08 00:40:00,5882
917,916,915,0,0,0,0,0,0,0,4,2023-12-08 00:42:00,5570
1129,1130,1129,0,0,0,0,0,0,0,4,2023-12-08 00:44:00,5668
1236,1236,1236,0,0,0,0,0,0,0,4,2023-12-08 00:46:00,5910
1299,1299,1299,0,0,0,0,0,0,0,4,2023-12-08 00:48:00,5933
1218,1218,1218,0,0,0,0,0,0,0,4,2023-12-08 00:50:00,6236
1253,1253,1253,0,0,0,0,0,0,0,4,2023-12-08 00:52:00,6816
1340,1340,1340,0,0,0,0,0,0,0,4,2023-12-08 00:54:00,7822
1232,1232,1232,0,0,0,0,0,0,0,4,2023-12-08 00:56:00,323
1320,1319,1320,0,0,0,0,0,0,0,4,2023-12-08 00:58:00,0
1040,1041,1040,0,0,0,0,0,0,0,4,2023-12-08 01:00:00,0
1356,1355,1356,1394,765,647,0,0,0,0,4,2023-12-08 01:02:00,733
1334,1333,1334,1942,949,949,0,0,0,0,4,2023-12-08 01:04:00,0
1379,1380,1379,2038,984,984,0,0,0,0,4,2023-12-08 01:06:00,0
1398,1399,1398,2095,999,999,0,0,0,0,4,2023-12-08 01:08:00,0
1550,1550,1550,2017,973,973,0,0,0,0,4,2023-12-08 01:10:00,0
1215,1215,1215,1978,958,958,0,0,0,0,4,2023-12-08 01:12:00,0
1439,1438,1439,2034,938,938,0,0,0,0,4,2023-12-08 01:14:00,0
1468,1469,1468,2088,977,977,0,0,0,0,4,2023-12-08 01:16:00,0
1418,1418,1418,2122,1002,1002,0,0,0,0,4,2023-12-08 01:18:00,0
1484,1484,1484,2136,1002,1002,0,0,0,0,4,2023-12-08 01:20:00,0
1511,1511,1511,2028,990,990,0,0,0,0,4,2023-12-08 01:22:00,0
1519,1519,1519,1998,984,984,0,0,0,0,4,2023-12-08 01:24:00,0
1460,1460,1460,1984,966,966,0,0,0,0,4,2023-12-08 01:26:00,0
1568,1567,1568,2105,1014,1014,0,0,0,0,4,2023-12-08 01:28:00,0
1567,1568,1567,2039,1002,1002,0,0,0,0,4,2023-12-08 01:30:00,0
