timestamp,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj1-rd-geass-prod-04"", mode=~""idle""}[2m])) by (mode, hostname)","node_load1{hostname=~""bj1-rd-geass-prod-04""}","node_load5{hostname=~""bj1-rd-geass-prod-04""}","node_load15{hostname=~""bj1-rd-geass-prod-04""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj1-rd-geass-prod-04""}/node_memory_MemTotal_bytes{hostname=~""bj1-rd-geass-prod-04""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj1-rd-geass-prod-04""}[2m])","irate(node_disk_writes_completed_total{hostname=~""bj1-rd-geass-prod-04""}[2m])","irate(node_disk_read_time_seconds_total{hostname=~""bj1-rd-geass-prod-04""}[2m])","irate(node_disk_write_time_seconds_total{hostname=~""bj1-rd-geass-prod-04""}[2m])","irate(node_disk_read_bytes_total{hostname=~""bj1-rd-geass-prod-04""}[2m])","irate(node_disk_written_bytes_total{hostname=~""bj1-rd-geass-prod-04""}[2m])","node_netstat_Tcp_CurrEstab{hostname=~""bj1-rd-geass-prod-04""}","node_sockstat_TCP_tw{hostname=~""bj1-rd-geass-prod-04""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj1-rd-geass-prod-04""}[2m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj1-rd-geass-prod-04""}[2m])","node_sockstat_TCP_alloc{hostname=~""bj1-rd-geass-prod-04""}","node_sockstat_TCP_inuse{hostname=~""bj1-rd-geass-prod-04""}","probe_duration_seconds{hostname=~""bj1-rd-geass-prod-04""}","irate(node_network_receive_bytes_total{hostname=~""bj1-rd-geass-prod-04"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj1-rd-geass-prod-04"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","1-avg(irate(node_cpu_seconds_total{hostname=~""bj2-rd-geass-prod-03"", mode=~""idle""}[2m])) by (mode, hostname)","node_load1{hostname=~""bj2-rd-geass-prod-03""}","node_load5{hostname=~""bj2-rd-geass-prod-03""}","node_load15{hostname=~""bj2-rd-geass-prod-03""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj2-rd-geass-prod-03""}/node_memory_MemTotal_bytes{hostname=~""bj2-rd-geass-prod-03""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj2-rd-geass-prod-03""}[2m])","irate(node_disk_writes_completed_total{hostname=~""bj2-rd-geass-prod-03""}[2m])","irate(node_disk_read_time_seconds_total{hostname=~""bj2-rd-geass-prod-03""}[2m])","irate(node_disk_write_time_seconds_total{hostname=~""bj2-rd-geass-prod-03""}[2m])","irate(node_disk_read_bytes_total{hostname=~""bj2-rd-geass-prod-03""}[2m])","irate(node_disk_written_bytes_total{hostname=~""bj2-rd-geass-prod-03""}[2m])","node_netstat_Tcp_CurrEstab{hostname=~""bj2-rd-geass-prod-03""}","node_sockstat_TCP_tw{hostname=~""bj2-rd-geass-prod-03""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj2-rd-geass-prod-03""}[2m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj2-rd-geass-prod-03""}[2m])","node_sockstat_TCP_alloc{hostname=~""bj2-rd-geass-prod-03""}"
1709986740,0.1420000001788139,0.42,0.52,0.49,33.51780436846724,0.2269534642848534,0.5052951619325723,0.0,2.7333333333333334,0.0,0.0018666666621963,0.0,28672.0,473,224,4.2,0.3333333333333333,500,420,0.000851856,58202256.53333333,14085678.933333334,0.0414166667809089,0.1,0.12,0.17,23.19406446313713,0.4840059236887676,0.1957824141152011,0.0,2.2,0.0,0.0135333333319673,0.0,634880.0,1294,1088,12.466666666666669,20.133333333333333,1328
1709986860,0.1451666665573915,0.34,0.5,0.49,33.63562941500538,0.2269572550413172,0.5054482839786736,0.0,1.1333333333333333,0.0,0.0007999999914318,0.0,19387.733333333334,472,221,3.533333333333333,0.3333333333333333,499,419,0.000869819,60827498.66666666,14651214.4,0.0423333333184321,0.01,0.08,0.15,23.371668238508448,0.4840547175283801,0.1959036480106384,0.0,0.6666666666666666,0.0,0.0005333333353822,0.0,22937.6,1288,1215,12.466666666666669,19.6,1324
1709986980,0.1446666670342287,0.6,0.55,0.51,33.5519181907587,0.2269611429966649,0.5055946841607765,0.0,3.733333333333333,0.0,0.0022666666656732,0.0,35225.6,471,219,3.2666666666666666,0.3333333333333333,497,418,0.000883044,60198715.2,14328145.066666666,0.0388333333035311,0.13,0.13,0.15,23.35297828153224,0.4840945690706931,0.1959855741200638,0.0,0.7333333333333333,0.0,0.000466666665549,0.0,39048.53333333333,1284,1284,11.2,20.4,1322
1709987100,0.1451666668057442,0.36,0.46,0.48,33.36731396354167,0.2269662945375005,0.5057358820698192,0.0,3.466666666666667,0.0,0.0027333333312223,0.0,36317.86666666667,469,216,3.6,0.3333333333333333,495,416,0.000847718,58484705.6,14328421.333333334,0.0418333334227404,0.24,0.2,0.18,23.218656511790048,0.4841347122096572,0.1960252618038103,0.0,1.933333333333333,0.0,0.0011999999987892,0.0,25122.13333333333,1290,1172,11.266666666666667,20.266666666666666,1325
1709987220,0.1390000003079573,0.35,0.42,0.47,33.39453509553118,0.226969890896197,0.505876196135153,0.0,3.0,0.0,0.0020666666639347,0.0,26760.533333333333,471,206,2.8666666666666667,0.3333333333333333,497,418,0.000890526,56990719.46666667,13555109.866666667,0.0390833334376414,0.06,0.15,0.16,22.97792494752672,0.4841798124916895,0.1960661279458355,0.0,0.7333333333333333,0.0,0.0004666666694295,0.0,28672.0,1294,1101,11.333333333333334,19.933333333333334,1329
1709987340,0.1416666666666666,0.21,0.35,0.44,33.753704196699395,0.2269749452381489,0.5060289227774897,0.0,2.8666666666666667,0.0,0.0022666666656732,0.0,29218.13333333333,476,208,3.466666666666667,0.3333333333333333,502,423,0.000924175,58639686.93333333,14046123.733333332,0.0372499998658895,0.04,0.12,0.15,23.08930233587574,0.4842151928853527,0.196100752910792,0.0,2.8666666666666667,0.0,0.0022666666656732,0.0,24849.066666666666,1283,1240,11.133333333333333,20.466666666666665,1322
1709987460,0.1409999998907247,0.28,0.34,0.42,33.48134303571063,0.2269787359946128,0.5061688569450888,0.0,1.8666666666666667,0.0,0.0010000000086923,0.0,24302.93333333333,466,212,3.066666666666667,0.3333333333333333,492,413,0.000867216,56694453.86666667,13653905.066666666,0.0339166667312382,0.3,0.17,0.16,23.304163064956207,0.4842581547919439,0.1961413321912625,0.0,0.8,0.0,0.0006666666672875,0.0,30583.466666666667,1284,1412,10.0,18.066666666666663,1323
1709987580,0.1421666666865348,1.16,0.61,0.51,33.40352556114241,0.2269816519611235,0.5063083879559083,0.0,1.0,0.0,0.0003333333258827,0.0,17749.333333333332,472,209,3.4,0.4,497,419,0.000862224,59412788.266666666,14176266.666666666,0.0350833332786957,0.06,0.13,0.14,23.11760778387524,0.4843072402282075,0.1961847103101454,0.0,0.7333333333333333,0.0,0.000466666665549,0.0,27033.6,1284,1200,11.4,20.066666666666663,1323
1709987700,0.1456666665772596,1.35,0.9,0.62,33.11967658298375,0.226986511905308,0.5064471514182436,0.0,4.4,0.0,0.0030666666726271,0.0,37683.2,473,206,3.1333333333333333,0.3333333333333333,498,420,0.000849724,59360314.66666666,14272836.8,0.0320833336561918,0.08,0.12,0.14,23.03918374072112,0.4843493273448452,0.1962235916803326,0.0,0.4,0.0,0.0003333333336437,0.0,9284.266666666666,1279,1046,11.4,19.866666666666667,1319
1709987820,0.1458333330849807,0.65,0.82,0.63,33.41006862222613,0.226990302661772,0.5065918381840331,0.0,1.0666666666666669,0.0,0.0002666666638106,0.0,24302.93333333333,473,203,3.533333333333333,0.3333333333333333,497,420,0.000834868,58139692.8,14323614.933333334,0.0382500001539787,0.09,0.13,0.13,23.287342103677624,0.4843898592793442,0.1962596276940176,2.2,5.0,0.0038000000000465,0.0043999999994412,139264.0,54340.26666666667,1285,1251,11.6,20.066666666666663,1327
1709987940,0.1461666665971278,0.51,0.71,0.61,33.60760913051709,0.2269948710093055,0.5067455029411838,0.0,3.4,0.0,0.0022000000036011,0.0,31948.8,470,212,3.333333333333333,0.3333333333333333,494,417,0.000860213,59838773.86666667,14593526.933333334,0.0411666667709746,0.15,0.16,0.14,23.46169972862674,0.4823831883255587,0.196295307069013,0.0,0.8,0.0,0.0006000000013348,0.0,44236.8,1282,1165,11.866666666666667,20.53333333333333,1321
1709988060,0.1425000001986821,0.28,0.56,0.57,33.29199384053212,0.2269979813735835,0.5068886313509597,0.0,3.2,0.0,0.0024666666674117,0.0,26760.533333333333,478,194,3.466666666666667,0.3333333333333333,502,425,0.000949725,55601814.4,13930253.333333334,0.0379999998956919,0.48,0.26,0.18,23.163201442077728,0.4824287746020095,0.1963337930354356,0.0,0.4,0.0,0.0003333333336437,0.0,11468.8,1287,1128,11.466666666666669,20.2,1326
1709988180,0.1471666666368642,0.34,0.53,0.56,33.78042585837719,0.2270032301133028,0.5070288291210686,0.0,2.8,0.0,0.0025333333294838,0.0,33587.2,476,209,3.933333333333333,0.3333333333333333,501,424,0.001026539,57887052.266666666,13793711.466666669,0.0383333331594863,0.27,0.24,0.18,23.182038951345863,0.4812231196487154,0.1963728837370276,0.0,0.8666666666666667,0.0,0.0008666666651455,0.0,36590.93333333333,1277,995,11.066666666666666,20.133333333333333,1315
1709988300,0.1418333336710929,0.26,0.44,0.53,33.42520257267169,0.2270071180686503,0.5071711357112554,0.0,0.4,0.0,0.0003333333414047,0.0,11741.866666666669,473,188,3.2666666666666666,0.3333333333333333,498,420,0.000877923,56671144.53333333,13695249.066666666,0.0344166666269302,0.19,0.2,0.17,23.07506353970571,0.4812617076055405,0.1964128350232838,0.0,2.4,0.0,0.0018000000001241,0.0,21572.266666666663,1281,1307,11.533333333333331,21.0,1318
1709988420,0.1418333334227401,0.41,0.46,0.52,33.561308232619304,0.2270103256318122,0.5073086121731019,0.0,3.6666666666666665,0.0,0.0032000000122934,0.0,35498.666666666664,472,193,3.333333333333333,0.3333333333333333,498,419,0.000852424,54454218.66666666,13647755.2,0.0326666669299205,0.39,0.26,0.19,23.136986318213737,0.4813105986440367,0.1964567868652761,0.0,0.6666666666666666,0.0,0.0005999999974543,0.0,22664.533333333333,1284,999,11.333333333333334,20.73333333333333,1319
1709988540,0.1429999999701976,0.44,0.46,0.51,33.46516019761043,0.2270143107860435,0.5074468639364476,0.0,1.933333333333333,0.0,0.0015999999983857,0.0,22664.533333333333,472,200,3.2666666666666666,0.3333333333333333,498,420,0.000824257,57475413.86666667,13893098.666666666,0.0360833330700794,0.37,0.29,0.21,23.47006102516873,0.4813513249763029,0.1964977693025263,0.0,0.8,0.0,0.0006000000013348,0.0,40140.8,1306,1318,12.466666666666669,20.0,1340
1709988660,0.1340000001092752,0.43,0.48,0.51,33.445181385141055,0.2270181015425074,0.5075750910514081,0.0,4.866666666666666,0.0,0.0045999999934186,0.0,41233.066666666666,475,181,3.0,0.3333333333333333,499,422,0.000864607,57388606.93333333,13174325.333333334,0.0353333332886298,0.15,0.22,0.2,23.33714100219976,0.4813918569108018,0.1965392246736911,0.0,2.466666666666667,0.0,0.0019333333320294,0.0,24849.066666666666,1293,1097,11.733333333333333,20.266666666666666,1328
1709988780,0.1294999999304611,0.53,0.47,0.5,33.46755765510676,0.2270225726911571,0.5077011938402606,0.0,1.2666666666666666,0.0,0.000466666665549,0.0,21845.33333333333,476,187,2.7333333333333334,0.3333333333333333,500,423,0.00085417,54028878.4,12561354.133333333,0.0391666669398546,2.72,1.05,0.49,23.3615117224148,0.4814389983693915,0.1965811374727404,0.0,0.7333333333333333,0.0,0.0005333333315017,0.0,18568.533333333333,1292,1103,11.266666666666667,20.53333333333333,1326
1709988900,0.147333333392938,0.54,0.46,0.5,33.32770596782113,0.2270256830554352,0.5078297775939107,0.0,4.0,0.0,0.0032666666588435,0.0,34133.333333333336,474,189,3.8,0.3333333333333333,498,421,0.000882467,58084978.13333333,14376001.6,0.0381666669001182,0.41,0.71,0.44,23.21654159560589,0.4810012145972506,0.1966193675896682,0.0,2.6,0.0,0.0023333333316259,0.0,31402.666666666668,1284,1325,11.0,19.6,1318
1709989020,0.132166666785876,0.48,0.45,0.49,33.48953434882307,0.2270293766130154,0.5079671920316373,0.0,1.2,0.0,0.0004000000034769,0.0,24029.866666666665,468,215,3.2,0.3333333333333333,492,415,0.000929406,53360486.93333333,12822585.066666666,0.039916666969657,0.16,0.52,0.4,23.235920129944382,0.4810395109574246,0.1966567216159019,0.0,0.8666666666666667,0.0,0.0005333333315017,0.0,24302.93333333333,1277,1066,11.266666666666667,20.133333333333333,1311
1709989140,0.1401666671037673,0.43,0.43,0.48,33.57888958759235,0.2270343337560837,0.5081127626411359,0.0,3.4,0.0,0.0031999999967714,0.0,37137.066666666666,482,219,3.2,0.3333333333333333,507,429,0.000853667,58478727.46666667,13683054.4,0.0333333334575095,0.2,0.39,0.37,23.20626211926897,0.4810841252450384,0.1966983553064115,0.0,0.7333333333333333,0.0,0.0003999999995964,0.0,17749.333333333332,1280,1343,11.133333333333333,20.4,1319
1709989260,0.1466666666169961,0.31,0.37,0.45,33.44408255045524,0.2270381245125475,0.5082381133875342,0.0,1.3333333333333333,0.0,0.0051333333210398,0.0,20753.066666666666,533,205,3.333333333333333,0.3333333333333333,559,481,0.000890503,62449811.2,14709888.0,0.0346666667610406,0.09,0.29,0.33,23.315131118655408,0.4811286423337685,0.1967422761363438,0.0,2.933333333333333,0.0,0.0021333333337679,0.0,26214.4,1277,1178,11.066666666666666,19.8,1317
1709989380,0.1381666665275891,0.22,0.32,0.42,33.42340447954943,0.2270429844567321,0.5083713722092247,0.0,1.933333333333333,0.0,0.0022000000036011,0.0,29218.13333333333,469,198,3.0,0.3333333333333333,496,417,0.000839336,57732608.53333333,13508406.4,0.0350000000248352,0.13,0.26,0.31,23.168660876878675,0.4811721874336617,0.1967840571341382,0.0,0.8,0.0,0.0006666666672875,0.0,36317.86666666667,1280,1015,11.666666666666666,20.133333333333333,1322
1709989500,0.1438333330055078,0.46,0.4,0.44,33.28889712459936,0.2270459976221265,0.5085083447250967,0.0,0.9333333333333332,0.0,0.0004000000034769,0.0,16657.066666666666,472,209,3.466666666666667,0.3333333333333333,499,420,0.000828163,59319357.333333336,14285337.6,0.0324166666716337,0.1,0.2,0.29,23.148864277713088,0.4812216616654601,0.1968300867841486,0.0,1.933333333333333,0.0,0.0014000000005277,0.0,48878.93333333333,1283,1173,11.266666666666667,20.2,1323
1709989620,0.1398333330949147,0.46,0.42,0.44,33.4996236491201,0.2270496911797067,0.5086502714175489,0.0,3.333333333333333,0.0,0.0026666666691501,0.0,32768.0,473,209,3.4,0.3333333333333333,499,420,0.000878692,56718577.6,13640166.933333334,0.0392500000695387,0.11,0.16,0.27,23.07826050603059,0.4812680255329803,0.1968779073806221,0.0,0.7333333333333333,0.0,0.0004666666694295,0.0,24576.0,1314,1212,11.333333333333334,20.266666666666666,1350
1709989740,0.134333333869775,0.49,0.44,0.44,33.514308076285104,0.2270541623283565,0.5087890193738541,0.0,1.0,0.0,0.000466666665549,0.0,19387.733333333334,469,209,3.333333333333333,0.3333333333333333,496,417,0.00083086,54004205.86666667,12828872.533333331,0.0390833333134651,0.14,0.14,0.24,23.226427599164367,0.4813065162909217,0.1969163468289548,0.0,2.4,0.0,0.0022666666656732,0.0,27579.733333333334,1297,1147,11.2,20.066666666666663,1330
1709989860,0.1436666664977868,0.23,0.39,0.42,33.51360881784867,0.2270574670904019,0.5089193940739675,0.0,1.2,0.0,0.0010666666552424,0.0,20480.0,467,206,3.533333333333333,0.3333333333333333,493,414,0.000854038,56159437.86666667,14020379.2,0.0412500000248352,0.41,0.18,0.24,23.12473947798458,0.4813574485059754,0.196963516172169,0.0,1.0,0.0,0.0012666666686224,0.0,16384.0,1301,1089,11.8,20.133333333333333,1334
1709989980,0.1184999999900658,0.52,0.46,0.45,33.40257656755011,0.2270619382390517,0.5090448611155907,0.0,1.0,0.0,0.0004000000034769,0.0,18841.6,470,186,2.8,0.3333333333333333,496,417,0.000864315,46962565.333333336,11133368.533333331,0.0336666664729515,1.44,0.81,0.47,23.14635588875049,0.4813951616728472,0.1970023742833112,0.0,0.6666666666666666,0.0,0.0005333333353822,0.0,13107.2,1298,1219,11.4,20.2,1331
1709990100,0.1399999998509884,0.46,0.43,0.43,33.31117350050272,0.2270660205921667,0.5091872529889423,0.0666666666666666,3.6,0.0,0.0028666666708886,273.06666666666666,33860.26666666667,468,216,3.6666666666666665,0.3333333333333333,494,415,0.000878464,55534899.2,13643980.8,0.0334166665871937,0.29,0.6,0.44,23.289579980105035,0.481431611254231,0.1970384878271461,0.0,2.8,0.0,0.0017333333341715,0.0,24029.866666666665,1301,1234,11.6,20.2,1335
1709990220,0.1359999996920426,0.37,0.41,0.42,33.575193507285526,0.2270697141497469,0.509314278386579,0.0,1.1333333333333333,0.0,0.0003999999879548,0.0,18841.6,468,204,3.0,0.3333333333333333,494,415,0.000857039,54541617.06666667,13226791.466666669,0.0341666667411724,0.26,0.5,0.42,23.06092311173028,0.4814728235809157,0.1970770823357787,0.0,0.9333333333333332,0.0,0.0006666666672875,0.0,40686.93333333333,1295,1116,11.333333333333334,20.4,1334
1709990340,0.1388333335518837,0.26,0.41,0.42,33.534586570941514,0.2270732133095597,0.509450049185127,0.0,4.133333333333334,0.0,0.0035333333381762,0.0,35498.666666666664,470,197,3.066666666666667,0.3333333333333333,496,417,0.000911375,57094373.86666667,13899662.933333334,0.0329166668156781,0.15,0.36,0.38,23.20409801898752,0.4815211314261097,0.1971167622665102,0.0,0.8666666666666667,0.0,0.0007333333332402,0.0,42598.4,1289,1196,11.2,20.266666666666666,1329
